Subsystem,Tag,NodeId pattern,Implementation status,Control owner,Normal authority,Multiplicity,Authoritative/current source,Production exposure,Allowed states,Alarm class,Interlock relevance,DCS access,Poll ms,History rate
SFP,WavelengthNm,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.WavelengthNm,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFF-8472 plus EDMS 2580777 endpoint SFP specification,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,TemperatureCelsius,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TemperatureCelsius,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,SupplyVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.SupplyVoltage,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,TxBiasCurrent,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxBiasCurrent,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,TxOpticalPower,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxOpticalPower,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,RxOpticalPower,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.RxOpticalPower,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,5000
SFP,AlarmFlags,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.AlarmFlags,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,WarningFlags,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.WarningFlags,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,DomSupported,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.DomSupported,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
SFP,EepromReadable,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.EepromReadable,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
Fans,Present,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Present,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Fans,PwmCommand,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.PwmCommand,LOCAL READABLE,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,1000
Fans,TachometerRaw,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.TachometerRaw,LOCAL READABLE,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,1000
Fans,SpeedRpm,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.SpeedRpm,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,1000
Fans,Running,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Running,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Fans,Stalled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Stalled,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Fans,StallCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.StallCount,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Fans,ControlMode,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.ControlMode,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Fans,LastUpdate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.LastUpdate,REQUIRED PRODUCTION,Slow Controls,Local automatic control; maintenance override only,per fan 0..1,FpgaRegDict fanControl/fanReadSpeed_0..1,Baseline DCS,All states,Fan fault,Candidate,Read-Only,1000,On-Change
Timing,ClockSourceControlled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ClockSourceControlled,CURRENT PROTOBUF,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,endpointClockControl.CLOCK_SOURCE,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,Mmcm0Locked,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Mmcm0Locked,CURRENT OPC-UA POC,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,ClockStatus.mmcm0_locked,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,Mmcm1Locked,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Mmcm1Locked,CURRENT OPC-UA POC,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,ClockStatus.mmcm1_locked,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,EndpointFsmState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointFsmState,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,endpointStatus.FSM_STATUS,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,EndpointFsmRaw,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointFsmRaw,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,endpointStatus.FSM_STATUS,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,TimestampValid,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TimestampValid,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,endpointStatus.TIMESTAMP_OK,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,TimingUsable,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TimingUsable,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,preflight readiness contract,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,RawEndpointStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.RawEndpointStatus,CURRENT PROTOBUF,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,ClockStatus.raw_endpoint_status,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,EndpointAddress,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointAddress,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,endpointControl.ADDRESS,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,TxEnableRequested,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TxEnableRequested,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,timing endpoint contract,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,TxDisabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TxDisabled,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,timing endpoint output,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,LossOfSignal,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LossOfSignal,LOCAL READABLE,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,sfp_tmg_los,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,LockLossCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LockLossCount,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,required timing health block,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,AutoRelockCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.AutoRelockCount,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,required timing health block,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,LastLockLossTime,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LastLockLossTime,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,required timing health block,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,Timestamp,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Timestamp,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,timestamp0..3 register words,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,LastDtsCommandId,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LastDtsCommandId,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,timing/header integration contract,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,GroupMask,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.GroupMask,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,versioned timing configuration,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,DelayTrim,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.DelayTrim,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,versioned timing configuration,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,CommandDecoderMap,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.CommandDecoderMap,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 control-bus registers 0x60..0x67,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,ClockPhaseUpdateComplete,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ClockPhaseUpdateComplete,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 status register 0x71 bit 4,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,CoarseDelay,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.CoarseDelay,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 deskew registers 0x72..0x73 bits 3..0,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,FinePhase,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.FinePhase,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 deskew registers 0x72..0x73 bits 15..4,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,ProtocolErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ProtocolErrorCount,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 err_cnt register 0x76,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
Timing,EndpointVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointVersion,REQUIRED PRODUCTION,DAQ / DTS,DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit,one per DAPHNE board,EDMS 2395364 v2 version registers 0x78..0x7b,Baseline DCS,All states,Timing readiness,Readiness,Read-Only,1000,On-Change
AFE Global,PowerState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.PowerState,LOCAL READABLE,Slow Controls,SC owns power/bias enable and safe-state action,one per DAPHNE board,afeGlobalControl.POWERSTATE,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,ResetAsserted,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.ResetAsserted,LOCAL READABLE,DAQ,DAQ owns data-taking configuration/reset; SC monitors,one per DAPHNE board,afeGlobalControl.RESET,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,BusyAfe0,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.BusyAfe0,LOCAL READABLE,DAQ,DAQ owns data-taking configuration/reset; SC monitors,one per DAPHNE board,afeGlobalControl.BUSY_AFE0,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,BusyAfe12,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.BusyAfe12,LOCAL READABLE,DAQ,DAQ owns data-taking configuration/reset; SC monitors,one per DAPHNE board,afeGlobalControl.BUSY_AFE12,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,BusyAfe34,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.BusyAfe34,LOCAL READABLE,DAQ,DAQ owns data-taking configuration/reset; SC monitors,one per DAPHNE board,afeGlobalControl.BUSY_AFE34,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,BiasEnable,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.BiasEnable,LOCAL READABLE,Slow Controls,SC owns power/bias enable and safe-state action,one per DAPHNE board,biasEnable.ENABLE,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE Global,BiasControlCode,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Global.BiasControlCode,CURRENT PROTOBUF,DAQ,DAQ owns data-taking configuration/reset; SC monitors,one per DAPHNE board,READ_VBIAS_CONTROL,Baseline DCS,All states,AFE readiness,Candidate,Read-Only,1000,On-Change
AFE,Attenuation,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.Attenuation,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,READ/WRITE AFE attenuation,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,VGain,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.VGain,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,READ_AFE_VGAIN,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,BiasSetCode,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasSetCode,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,READ_AFE_BIAS_SET,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,BiasVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasVoltage,CURRENT OPC-UA POC,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,GeneralInfo.v_bias_0..4 / bias monitor,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,5000
AFE,BiasVoltageTarget,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasVoltageTarget,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,cmd_writeAFEBiasControlledSet.target_bias_mv,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,5000
AFE,BiasVoltageError,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasVoltageError,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,cmd_writeAFEBiasControlledSet_response.error_mv,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,5000
AFE,BiasControlStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasControlStatus,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AfeBiasControlStatus,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,BiasControlSettled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasControlSettled,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,controlled-set response.settled,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,BiasControlIterations,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasControlIterations,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,controlled-set response.iterations,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,BiasVoltageSlope,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasVoltageSlope,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,controlled-set response.final_slope_mv_per_s,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,5000
AFE,BiasStableSamples,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.BiasStableSamples,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,controlled-set response.stable_samples,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,AdcResolution,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AdcResolution,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.adc.resolution,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,AdcOutputFormat,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AdcOutputFormat,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.adc.output_format,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,AdcMsbFirst,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AdcMsbFirst,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.adc.sb_first,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,PgaLpfCutFrequency,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.PgaLpfCutFrequency,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.pga.lpf_cut_frequency,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,PgaIntegratorDisabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.PgaIntegratorDisabled,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.pga.integrator_disable,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,PgaGain,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.PgaGain,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.pga.gain,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,LnaClamp,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaClamp,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.lna.clamp,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,LnaGain,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaGain,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.lna.gain,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,LnaIntegratorDisabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaIntegratorDisabled,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,AFEConfig.lna.integrator_disable,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,AlignmentDelay,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AlignmentDelay,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,cmd_alignAFEs_response.delay,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,AlignmentBitslip,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AlignmentBitslip,CURRENT PROTOBUF,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,cmd_alignAFEs_response.bitslip,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
AFE,Aligned,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.Aligned,REQUIRED PRODUCTION,DAQ,DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits,per AFE block 0..4,frontend alignment status contract,Baseline DCS,All states,AFE configuration/readback,Context,Read-Only,5000,On-Change
Channels,Trim,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Trim,CURRENT PROTOBUF,DAQ,DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set,"per channel; HD 0..39, VD 0..31",READ_TRIM_*,Baseline DCS,All states,Run context,No,Read-Only,5000,5000
