Subsystem,Signal / Tag Name,Description,OPC-UA Node Address,Data Type,Eng Units,Signal Source,Scaling / Derivation,Sensor Span Min,Sensor Span Max,Nominal Value,Desired Range Min,Desired Range Max,Low Interlock (Trip),Low-Low,Low,High,High-High,High Interlock (Trip),Alarm Deadband / Hysteresis,Alarm On-Delay (s),Interlock Action,DCS Access,Historize?,Min Historization Rate (ms),Poll / Scan Rate (ms),Notes,Control Owner
AFE,PgaGain,Applied PGA gain setting.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.PgaGain,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=AFEConfig.pga.gain | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,LnaClamp,Applied LNA clamp code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaClamp,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=AFEConfig.lna.clamp | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,LnaGain,Applied LNA gain code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaGain,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=AFEConfig.lna.gain | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,LnaIntegratorDisabled,Applied LNA integrator-disable setting.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.LnaIntegratorDisabled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=AFEConfig.lna.integrator_disable | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,AlignmentDelay,Selected IDELAY tap.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AlignmentDelay,Integer,tap,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=cmd_alignAFEs_response.delay | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,AlignmentBitslip,Selected bitslip value.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.AlignmentBitslip,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=cmd_alignAFEs_response.bitslip | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
AFE,Aligned,AFE alignment has a valid matched result.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.AFE.Blocks.{Afe}.Aligned,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies the data-taking profile through its OPC-UA role; SC monitors and owns energization/permits | INSTANCE=per AFE block 0..4 | SOURCE=frontend alignment status contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=AFE configuration/readback | INTERLOCK=Context | CONTROL_OWNER=DAQ,DAQ
Channels,Trim,Applied per-channel trim code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Trim,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=READ_TRIM_* | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,Offset,Applied per-channel offset code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Offset,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=READ_OFFSET_* | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,Gain,Applied per-channel gain selection/code from the active configuration.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Gain,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=ChannelConfig.gain + readback contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,CurrentMonitorRaw,Raw per-channel current-monitor ADC result.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.CurrentMonitorRaw,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=READ_CURRENT_MONITOR | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,Current,Calibrated per-channel current monitor value.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.Current,Double,A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=current monitor + calibration | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerEnabled,Effective per-channel trigger-enable mask bit.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerEnabled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=LOCAL READABLE | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=triggerEnableLow/High | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,FullStreamEnabled,Channel is selected for full-stream data.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.FullStreamEnabled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=ConfigureRequest.full_stream_channels | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerThreshold,Applied 10-bit self-trigger threshold.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerThreshold,Integer,count,Direct,None,0,1023,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=TriggerChannelSnapshot.threshold | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerRecordCount,Cumulative self-trigger record count.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerRecordCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,30000,30000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=TriggerChannelSnapshot.record_count | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerBusyCount,Cumulative self-trigger busy count.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerBusyCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,30000,30000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=TriggerChannelSnapshot.busy_count | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerFullCount,Cumulative self-trigger full count.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerFullCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,30000,30000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=TriggerChannelSnapshot.full_count | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,TriggerRate,Derived trigger-record rate over the polling interval.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.TriggerRate,Double,Hz,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=delta(record_count)/delta(time) | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,BusyFraction,Derived busy-count fraction over the polling interval.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.BusyFraction,Double,%,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=delta(busy)/defined opportunity denominator | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,PacketCount,Cumulative per-channel packet count.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.PacketCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,30000,30000,"STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=ChannelInfo.total_packets | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Channels,PacketRate,Derived per-channel packet rate.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Channels.{Channel}.PacketRate,Double,Hz,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ applies channel configuration through its OPC-UA role; SC receives the complete readback/monitoring set | INSTANCE=per channel; HD 0..39, VD 0..31 | SOURCE=ChannelInfo.new_packets / interval | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Run context | INTERLOCK=No | CONTROL_OWNER=DAQ",DAQ
Run Configuration,SelfTriggerThreshold,Applied aggregate/self-trigger threshold configuration word.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerThreshold,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.self_trigger_threshold | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,SelfTriggerXcorr,Applied cross-correlation trigger configuration.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerXcorr,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.self_trigger_xcorr | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,TriggerPrimitiveConfig,Applied trigger-primitive configuration word.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.TriggerPrimitiveConfig,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.tp_conf | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,CompensatorMask,Applied AFE/channel compensator mask.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.CompensatorMask,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.compensator | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,InverterMask,Applied AFE/channel inverter mask.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.InverterMask,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.inverters | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,FullStreamChannelList,Applied full-stream channel list.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.FullStreamChannelList,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.full_stream_channels | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,Slot,Applied DAQ slot identity.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.Slot,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.slot | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,RequestTimeoutMs,Applied bounded command timeout.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.RequestTimeoutMs,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.timeout_ms | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,BiasControl,Applied board bias-control configuration word.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.BiasControl,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=ConfigureRequest.biasctrl | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,SelfTriggerConfigRaw,Raw self-trigger configuration register.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerConfigRaw,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=LOCAL READABLE | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=stuffregs.OFF_ST_CONFIG | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,SelfTriggerDelayRaw,Raw self-trigger delay register.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerDelayRaw,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=LOCAL READABLE | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=stuffregs.OFF_ST_DELAY | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Run Configuration,SelfTriggerFilterOutputSelect,Raw self-trigger filter output selection.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Configuration.Active.SelfTriggerFilterOutputSelect,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,STATUS=LOCAL READABLE | AUTHORITY=DAQ applies and verifies the run configuration through the OPC-UA gateway; SC monitors readback | INSTANCE=one per DAPHNE board | SOURCE=stuffregs.OFF_ST_FILTER_OUTPUT_SEL | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Configuration mismatch | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Spy Trigger,SourceSelector,"Selected spy-buffer trigger source: 0 Software, 1 External, 2 TimingAdHoc, or 3 LegacyOrAll.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Spy.Trigger.SourceSelector,Integer,N/A,Direct,decode FRONT_END_S_AXI+0x34 bits [1:0],0,3,3,0,3,N/A (categorical),N/A (categorical),N/A (categorical),N/A (categorical),N/A (categorical),N/A (categorical),0,5,"No protection interlock. Reject values outside 0..3; if the readback differs from the active Run Control profile for 5 s, alarm and mark the spy-buffer configuration mismatched.",Read-Only,Yes,On-Change,5000,STATUS=LOCAL READABLE | AUTHORITY=DAQ OPC-UA configuration; SC monitoring | INSTANCE=one per DAPHNE board | SOURCE=daphne-firmware working tree: spy_trigger_ctrl_reg[1:0] at 0x88000034 | EXPOSURE=Baseline DCS readback; write only through guarded typed operation | STATES=All states | ALARM=Spy-buffer configuration | INTERLOCK=Context | CONTROL_OWNER=DAQ | ENUM=0 Software; 1 External; 2 TimingAdHoc; 3 LegacyOrAll. RESET/NOMINAL=3 for backward compatibility; the operational target is supplied directly by the active DAQ profile. This is distinct from SelfTriggerFilterOutputSelect at 0x94000034.,DAQ
Spy Trigger,Inhibit,"Spy-buffer trigger inhibit; true blocks software, external, and timing/ad-hoc triggers before capture.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Spy.Trigger.Inhibit,Boolean,N/A,Direct,decode FRONT_END_S_AXI+0x34 bit [2],0,1,false,false,false,N/A (Boolean),N/A (Boolean),N/A (Boolean),true,N/A (Boolean),N/A (not a DPS trip),0,5,"No DPS hard-interlock action. If true outside a guarded source change or approved inhibited state for 5 s, alarm and mark spy-buffer capture not ready.",Read-Only,Yes,On-Change,5000,STATUS=LOCAL READABLE | AUTHORITY=DAQ OPC-UA configuration; SC monitoring | INSTANCE=one per DAPHNE board | SOURCE=daphne-firmware working tree: spy_trigger_ctrl_reg[2] at 0x88000034 | EXPOSURE=Baseline DCS readback; write only through guarded typed operation | STATES=All states | ALARM=Spy capture inhibited | INTERLOCK=Context | CONTROL_OWNER=DAQ | RESET/NOMINAL=False. True is allowed transiently during an atomic source change and may be held only by an approved DAQ/expert configuration. This inhibits spy-buffer capture triggers only and is not a DPS hard inhibit.,DAQ
Readout Stream,TotalPackets,Cumulative packets offered/sent by the DAPHNE stream.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.TotalPackets,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,NewPackets,Packets observed during the latest monitoring interval.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.NewPackets,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,TotalDroppedPackets,Cumulative dropped packets.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.TotalDroppedPackets,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,NewDroppedPackets,Dropped packets in the latest monitoring interval.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.NewDroppedPackets,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,PacketRate,Derived packet rate.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.PacketRate,Double,Hz,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,DropRate,Derived dropped-packet rate.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DropRate,Double,Hz,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,DropFraction,Derived fraction of offered packets dropped.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DropFraction,Double,%,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,ThrottlingActive,Readout throttling is currently active.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.ThrottlingActive,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
